"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"07/2023";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"6.464.331,10";"21.331.264,94";"26.728.342,88";"570.719,39";
"01/2023";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"221.784.332,22";"18.010.911,34";"5.416.230,45";"19.906.660,26";
"05/2023";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"3.059.071,09";"20.925.696,45";"17.714.777,10";"1.397.270,67";
"05/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"4.260.489,19";"9.850.533,70";"8.537.131,39";"734.950,63";
"01/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"97.905.739,12";"7.826.604,84";"2.705.532,52";"7.333.089,02";
"03/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"1.671.933,80";"9.477.602,16";"8.613.569,03";"1.286.003,17";
"04/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"2.556.281,46";"9.615.799,70";"9.608.018,65";"1.919.346,93";
"02/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"1.633.215,29";"7.848.840,46";"7.949.070,56";"613.115,92";
"08/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"674.687,35";"1.876.779,51";"14.612.412,23";"157.844,56";
"06/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"2.728.181,36";"12.610.164,16";"9.978.529,08";"36.415,03";
"07/2023";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"1.458.244,61";"9.509.310,24";"11.805.941,74";"11.825,00";
"08/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"5.270.943,47";"23.202.539,48";"137.159.638,95";"74.242,98";
"01/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"870.288.661,79";"71.702.261,88";"20.717.032,48";"70.298.128,88";
"07/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"81.652.686,02";"92.201.259,48";"114.148.508,46";"1.177.178,83";
"04/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"18.581.845,42";"85.538.266,32";"84.673.591,01";"2.074.565,01";
"06/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"64.679.585,63";"110.588.964,93";"79.612.563,11";"1.449.561,83";
"05/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"30.669.714,87";"84.825.966,60";"72.662.423,09";"1.147.915,80";
"03/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"13.512.358,55";"82.155.417,69";"86.446.859,47";"4.580.236,73";
"02/2023";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"14.468.830,17";"79.631.977,14";"75.776.877,06";"14.825.338,89";
"05/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"11.602.673,79";"35.441.171,52";"28.954.766,28";"2.115.091,43";
"06/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"21.438.533,37";"48.237.587,31";"35.166.708,64";"670.645,83";
"04/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"26.633.280,80";"31.131.398,77";"32.001.150,39";"3.271.611,10";
"01/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"195.902.779,35";"28.209.665,20";"9.020.719,08";"27.482.446,68";
"03/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"10.850.261,41";"32.845.575,25";"34.013.798,82";"4.650.400,42";
"07/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"49.845.012,70";"37.831.777,34";"43.661.552,43";"2.157.498,03";
"02/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"18.476.469,82";"32.612.103,54";"29.207.232,13";"2.657.941,90";
"08/2023";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"1.351.487,55";"4.420.135,27";"52.524.465,13";"179.262,90";
"02/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"13.442.093,57";"178.862.911,85";"181.476.321,82";"9.571.487,31";
"06/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"25.302.800,97";"279.841.781,49";"185.459.609,15";"2.881.152,14";
"07/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"31.651.634,00";"218.853.445,01";"288.430.742,52";"2.094.994,13";
"03/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"34.157.414,90";"198.242.170,87";"194.463.329,15";"7.626.870,79";
"01/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"2.253.265.909,08";"182.910.472,53";"49.527.008,84";"155.263.281,79";
"04/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"121.992.779,78";"197.289.114,97";"189.826.797,90";"4.579.520,58";
"08/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"139.553.635,94";"14.680.685,73";"317.044.892,14";"3.510.232,01";
"05/2023";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"32.038.514,55";"210.010.370,03";"182.851.188,33";"1.027.216,20";
"03/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"6.208.677,85";"38.694.112,10";"34.852.516,18";"6.066.242,06";
"04/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"7.040.966,93";"37.082.681,38";"39.516.061,06";"2.681.238,65";
"08/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"5.210.770,20";"1.779.288,84";"61.082.187,96";"451.566,19";
"01/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"334.708.026,41";"29.250.135,92";"6.330.450,05";"29.258.503,41";
"02/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"57.233.705,31";"37.017.578,59";"36.832.559,03";"3.161.191,24";
"05/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"16.128.548,47";"38.434.192,46";"33.138.200,58";"971.361,81";
"07/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"7.256.496,31";"42.846.021,94";"57.145.353,90";"626.382,96";
"06/2023";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"13.475.513,64";"53.363.431,52";"31.316.287,02";"2.414.335,58";
"08/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"1.789.141,47";"7.937.304,59";"214.316.334,21";"1.558.377,16";
"06/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"29.144.301,38";"203.485.872,83";"142.553.985,43";"3.281.657,78";
"03/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"19.495.545,99";"143.657.493,37";"143.011.872,20";"13.057.996,91";
"05/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"27.070.380,86";"156.961.293,42";"134.751.125,63";"6.160.828,49";
"01/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"1.746.934.223,41";"134.932.275,72";"38.589.298,29";"130.616.094,42";
"07/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"135.278.398,14";"163.736.512,33";"204.859.796,41";"3.000.217,67";
"04/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"23.457.395,53";"148.882.035,36";"142.885.799,87";"7.417.576,17";
"02/2023";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"9.725.614,08";"138.570.175,12";"136.484.468,42";"10.670.260,51";
"04/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"861.644,92";"7.616.278,25";"6.945.117,29";"970.529,30";
"03/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"4.459.304,30";"7.911.621,48";"8.123.688,17";"1.566.445,86";
"02/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"471.707,82";"6.044.360,62";"5.831.562,57";"639.713,46";
"08/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"7.574.612,44";"1.933.420,16";"12.486.704,08";"14.120,50";
"06/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"1.488.950,49";"10.999.707,21";"9.067.799,05";"163.573,81";
"01/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"84.235.777,49";"6.865.376,14";"2.419.453,08";"7.141.349,11";
"05/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"6.110.238,46";"8.907.455,58";"7.196.042,88";"548.884,17";
"07/2023";"26000 - Ministério da Educação";"26454 - Universidade Federal de Rondonópolis";"1.113.790,55";"7.270.361,60";"9.053.733,20";"353.225,99";
"03/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"5.491.458,97";"18.836.748,05";"19.361.898,37";"5.274.107,67";
"06/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"5.214.219,52";"29.007.859,82";"22.422.588,12";"1.254.626,28";
"01/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"216.478.731,21";"17.982.754,77";"5.851.228,38";"16.371.060,30";
"05/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"3.032.286,34";"22.061.878,34";"18.529.630,98";"2.237.389,39";
"02/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"2.277.910,53";"19.061.270,76";"18.170.745,17";"1.547.334,53";
"08/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"5.331.561,64";"1.697.845,37";"28.288.324,00";"109.394,81";
"07/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"15.476.345,02";"21.808.148,95";"27.726.484,77";"614.121,92";
"04/2023";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima";"9.279.454,16";"18.652.222,65";"18.655.395,21";"1.992.667,79";
"05/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"38.751.458,06";"158.840.132,04";"136.267.133,03";"4.290.014,32";
"02/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"25.443.533,33";"145.835.708,31";"139.915.440,64";"11.585.672,90";
"03/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"25.956.562,49";"150.710.075,49";"155.605.463,89";"16.387.049,11";
"08/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"6.075.613,42";"7.867.630,35";"224.586.704,15";"2.644.061,40";
"07/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"46.926.218,65";"162.996.803,89";"211.666.584,32";"4.318.746,73";
"06/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"18.018.894,33";"218.774.240,80";"147.768.996,45";"11.069.635,73";
"01/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"1.557.616.160,43";"139.452.454,00";"39.206.106,93";"119.544.509,35";
"04/2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"41.336.463,45";"152.813.695,18";"150.486.624,21";"19.276.924,03";
"07/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"50.944.221,46";"127.036.922,65";"160.755.028,97";"944.765,43";
"08/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"- 1.589.567,89";"8.485.156,23";"182.954.294,48";"122.527,38";
"03/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"12.277.740,76";"115.168.004,60";"122.707.945,25";"6.421.022,79";
"04/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"12.480.258,35";"117.480.087,48";"116.094.020,46";"3.095.507,59";
"06/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"89.585.775,31";"158.795.779,53";"126.253.490,39";"3.294.911,54";
"01/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"1.396.499.807,18";"116.919.548,55";"32.717.627,98";"93.235.395,12";
"05/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"19.786.785,47";"130.091.753,66";"111.840.901,13";"2.616.016,11";
"02/2023";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"8.274.841,66";"125.026.107,10";"121.504.771,79";"3.602.719,28";
"04/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"8.400.677,00";"114.621.511,43";"114.012.140,40";"5.091.505,11";
"03/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"7.918.261,09";"112.892.213,63";"115.410.583,23";"10.826.803,44";
"07/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"18.249.733,78";"124.913.538,73";"164.550.552,01";"2.779.792,58";
"05/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"31.201.948,09";"124.388.289,33";"104.579.314,15";"5.646.643,20";
"06/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"47.752.287,50";"166.282.779,63";"125.983.344,75";"2.443.448,47";
"01/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"1.300.404.285,14";"110.645.287,71";"31.764.194,12";"91.101.652,62";
"02/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"30.282.384,08";"112.198.097,54";"110.533.877,70";"3.111.820,29";
"08/2023";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"11.749.807,40";"5.262.263,78";"166.200.408,32";"1.172.689,73";
"05/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"12.330.831,39";"82.128.931,04";"70.389.231,75";"3.754.830,78";
"08/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"14.555.829,43";"2.328.909,93";"126.591.208,59";"3.718.791,69";
"01/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"902.026.212,43";"70.984.744,47";"18.875.531,12";"70.197.056,75";
"04/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"10.069.947,50";"76.994.443,35";"74.120.674,35";"4.674.443,39";
"06/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"73.944.348,18";"109.528.912,25";"83.650.011,46";"5.519.941,53";
"03/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"8.701.220,81";"73.257.488,03";"73.739.078,30";"4.258.066,34";
"02/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"3.264.590,15";"73.278.042,13";"70.727.471,09";"10.379.474,01";
"07/2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"42.053.077,83";"83.196.919,34";"108.693.053,70";"2.860.617,50";
"02/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"4.257.789,00";"4.624.950,22";"4.652.307,22";"35.290,27";
"05/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"852.209,00";"4.353.923,65";"4.199.594,30";"2.800,00";
"06/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"7.044.597,29";"5.733.199,26";"4.375.746,56";"721.590,40";
"01/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"10.076.094,96";"4.617.022,56";"1.654.138,77";"4.820.127,71";
"03/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"4.842.795,66";"4.669.093,24";"4.632.248,06";"352.607,00";
"04/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"6.374.600,00";"4.745.126,05";"4.636.902,52";"41.771,98";
"08/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"13.225,01";"35.179,75";"6.686.738,31";"68.771,84";
"07/2023";"26000 - Ministério da Educação";"26456 - Universidade Federal do Agreste de Pernambuco";"6.285.840,32";"4.538.818,19";"5.801.762,76";"230.546,59";
"03/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.374.559,97";"8.862.457,93";"8.585.837,24";"2.525.202,21";
"04/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"8.464.504,07";"10.470.589,00";"9.410.266,52";"1.968.322,77";
"06/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"7.287.062,21";"15.240.266,41";"12.198.312,77";"136.560,52";
"05/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"5.650.208,63";"12.121.671,85";"11.148.160,02";"1.387.950,91";
"07/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"3.466.387,63";"11.400.685,29";"13.635.722,86";"1.016.430,25";
"08/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.759.346,55";"1.385.592,34";"13.602.907,87";"52.440,96";
"02/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.961.249,59";"8.541.127,95";"9.006.186,80";"1.753.381,89";
"01/2023";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"101.949.856,17";"8.938.867,18";"2.802.962,02";"8.248.034,41";
"02/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"17.977.027,12";"125.836.541,20";"123.849.944,42";"4.388.783,30";
"07/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"16.504.956,31";"150.375.442,63";"210.647.688,35";"2.456.971,34";
"06/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"11.060.482,09";"193.214.150,68";"135.422.218,68";"3.151.928,44";
"01/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"1.399.313.618,34";"123.455.816,72";"34.835.644,11";"109.024.692,40";
"08/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"2.494.692,65";"4.273.352,00";"196.875.629,47";"378.549,02";
"05/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"147.933.550,57";"146.389.000,47";"126.071.782,80";"1.848.400,19";
"03/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"45.098.108,59";"133.874.639,40";"134.742.555,08";"2.935.020,08";
"04/2023";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"63.142.230,09";"137.725.779,32";"130.490.111,04";"1.748.845,96";
"01/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"8.975.498,61";"5.276.115,25";"1.803.727,22";"5.623.935,11";
"06/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"7.303.328,89";"8.252.316,83";"6.516.510,48";"435.706,61";
"03/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"4.621.271,29";"5.604.034,01";"5.569.380,18";"2.048.078,63";
"04/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"8.438.850,16";"6.466.413,29";"6.254.697,40";"404.670,58";
"02/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"5.527.818,99";"5.672.115,46";"5.374.892,46";"1.116.181,57";
"05/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"7.326.958,50";"6.417.775,00";"5.952.204,56";"309.859,42";
"08/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"480.870,83";"1.337.989,71";"7.908.650,44";"5.156,01";
"07/2023";"26000 - Ministério da Educação";"26455 - Universidade Federal do Delta do Parnaíba";"7.164.390,28";"6.145.480,57";"7.709.330,38";"187.485,12";
"04/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"12.699.069,43";"86.536.502,43";"85.504.574,28";"3.259.610,83";
"08/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"7.158.692,19";"6.528.440,57";"134.225.785,62";"1.246.735,16";
"03/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"11.306.094,73";"85.733.219,75";"87.527.955,21";"7.912.649,26";
"01/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"994.479.468,98";"84.670.419,55";"22.424.164,55";"72.649.678,94";
"06/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"19.501.363,68";"126.491.165,10";"98.799.675,85";"1.955.450,89";
"02/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"8.108.337,18";"84.607.207,43";"84.404.457,83";"3.420.821,49";
"05/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"12.493.701,18";"98.263.835,59";"81.321.846,71";"3.066.130,17";
"07/2023";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"26.528.551,33";"95.123.279,20";"124.410.383,93";"2.096.707,78";
"08/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"2.757.447,31";"1.770.599,93";"69.440.877,02";"46.693,65";
"07/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"2.465.926,47";"50.229.750,88";"67.311.703,05";"268.454,17";
"06/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"71.163.673,49";"65.222.976,98";"48.040.025,39";"143.212,01";
"03/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"4.703.646,31";"44.167.483,52";"50.798.336,74";"16.130.081,40";
"05/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"7.126.074,27";"50.571.310,12";"44.661.143,49";"408.018,93";
"04/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"6.191.577,83";"46.239.336,46";"44.065.436,00";"14.268.854,88";
"02/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"6.341.731,97";"50.924.894,85";"47.131.967,36";"1.232.857,94";
"01/2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"537.021.455,77";"45.960.216,90";"13.439.610,70";"34.035.667,25";
"03/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"610.090,02";"176.864,33";"158.002,41";"293.620,00";
"08/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"22.420,00";"263.100,00";"395.730,00";"22.560,00";
"01/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"323.266,48";"161.633,24";"0,00";"387.574,43";
"07/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"1.466.800,00";"365.430,00";"413.610,58";"8.400,00";
"02/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"337.499,48";"0,00";"161.633,24";"358.974,38";
"05/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"448.256,66";"483.225,63";"372.584,51";"36.936,00";
"06/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"2.570.289,90";"326.422,92";"471.537,97";"9.031,03";
"04/2023";"26000 - Ministério da Educação";"26457 - Universidade Federal do Norte do Tocantins";"157.270,51";"529.717,94";"142.295,35";"271.794,22";
"07/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"8.613.376,14";"10.072.439,04";"12.363.388,74";"336.253,93";
"03/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"2.811.567,31";"8.956.342,45";"9.007.709,37";"1.311.686,32";
"05/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"887.221,75";"10.107.700,53";"8.189.178,07";"342.638,10";
"04/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"9.696.377,79";"9.211.914,75";"9.061.622,70";"581.698,59";
"06/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.161.278,38";"13.796.414,66";"10.080.268,26";"437.938,74";
"01/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"101.853.539,19";"8.259.370,75";"2.437.171,17";"8.477.964,36";
"08/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"4.103.462,04";"1.186.958,26";"13.453.198,29";"446.891,73";
"02/2023";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia";"1.032.098,86";"8.513.653,47";"8.295.449,82";"673.171,36";
"08/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"- 222.617,20";"669.313,59";"25.007.357,95";"898.885,13";
"05/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"6.251.107,70";"18.219.401,80";"16.389.350,47";"1.075.982,52";
"07/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"19.358.148,90";"19.246.314,89";"23.199.490,65";"430.508,93";
"06/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.629.429,69";"23.584.351,60";"16.736.106,94";"613.306,74";
"03/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"3.455.913,12";"16.163.824,34";"16.581.196,30";"3.573.461,40";
"02/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"1.315.868,53";"15.491.030,79";"14.478.599,79";"3.061.712,72";
"04/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.397.524,96";"16.709.633,84";"15.419.804,61";"1.433.740,09";
"01/2023";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"176.744.625,00";"14.310.281,03";"4.730.757,43";"11.193.764,00";
"04/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"25.787.584,16";"148.896.121,61";"147.611.512,15";"854.111,18";
"05/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"21.711.162,20";"164.387.754,29";"136.468.173,82";"4.351.922,32";
"08/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"42.980.012,27";"15.777.782,30";"236.014.734,92";"1.903.730,65";
"07/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"39.174.116,97";"169.055.921,87";"222.678.782,62";"57.770,08";
"03/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"18.992.082,90";"148.374.924,82";"153.487.848,54";"10.612.529,56";
"01/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"1.557.501.754,95";"138.452.349,55";"43.371.861,34";"114.529.892,66";
"02/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"16.193.763,40";"145.202.106,80";"140.836.258,34";"4.990.522,63";
"06/2023";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"52.214.418,07";"220.233.313,50";"151.582.871,95";"753.784,53";
"02/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"54.730.402,41";"122.594.032,90";"122.508.310,18";"11.143.599,19";
"01/2023";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"512.573.635,43";"127.484.930,88";"35.534.303,31";"96.543.926,79";
